disease_bn,symptoms_bn
হাম,ফুসকুড়ি|জ্বর|কাশি|সর্দি|মুখে_সাদা_দাগ
হাম,ফুসকুড়ি|জ্বর|কাশি|সর্দি|স্বরভঙ্গ
হিমোফিলিয়া,নাভি_থেকে_রক্ত_পড়া|পায়ের_গোড়ালি_ফুলে_যাওয়া|গিরা_ফুলে_যাওয়া|অতিরিক্ত_রক্তপাত|কালশিটে_পড়া
হিমোফিলিয়া,পায়ের_গোড়ালি_ফুলে_যাওয়া|গিরা_ফুলে_যাওয়া|অতিরিক্ত_রক্তপাত|কালশিটে_পড়া
হিমোফিলিয়া,নাভি_থেকে_রক্ত_পড়া|গিরা_ফুলে_যাওয়া|অতিরিক্ত_রক্তপাত|কালশিটে_পড়া
হিমোফিলিয়া,নাভি_থেকে_রক্ত_পড়া|পায়ের_গোড়ালি_ফুলে_যাওয়া|অতিরিক্ত_রক্তপাত|কালশিটে_পড়া
হিমোফিলিয়া,নাভি_থেকে_রক্ত_পড়া|পায়ের_গোড়ালি_ফুলে_যাওয়া|গিরা_ফুলে_যাওয়া|কালশিটে_পড়া
স্কার্ভি,কালচে_মাড়ি|ভঙ্গুর_মাড়ি|মাড়ি_ফুলে_ফেঁপে_ওঠে|মাড়ির_প্রদাহ|মাড়িতে_গর্ত
স্কার্ভি,ভঙ্গুর_মাড়ি|মাড়ি_ফুলে_ফেঁপে_ওঠে|মাড়ির_প্রদাহ|মাড়িতে_গর্ত
স্কার্ভি,কালচে_মাড়ি|মাড়ি_ফুলে_ফেঁপে_ওঠে|মাড়ির_প্রদাহ|মাড়িতে_গর্ত
স্কার্ভি,কালচে_মাড়ি|ভঙ্গুর_মাড়ি|মাড়ির_প্রদাহ|মাড়িতে_গর্ত
স্কার্ভি,কালচে_মাড়ি|ভঙ্গুর_মাড়ি|মাড়ি_ফুলে_ফেঁপে_ওঠে|মাড়িতে_গর্ত
স্কার্ভি,কালচে_মাড়ি|ভঙ্গুর_মাড়ি|মাড়ি_ফুলে_ফেঁপে_ওঠে|মাড়ির_প্রদাহ
প্লুরিসি,শ্বাসকষ্ট|জ্বর|বুকে_ব্যথা|কাশি
প্লুরিসি,বুকে_ব্যথা|কাশি
প্লুরিসি,শ্বাসকষ্ট|জ্বর|কাশি
প্লুরিসি,শ্বাসকষ্ট|জ্বর|বুকে_ব্যথা
পায়োরিয়া,অত্যধিক_লালা _নিঃসরণ|মাড়ির_প্রদাহ|মাড়িতে_ফোড়া|মাড়িতে_গর্ত|দাঁতের_গোড়া_আলগা|মাড়ি_হতে_পূঁজ
পায়োরিয়া,মাড়ির_প্রদাহ|মাড়িতে_ফোড়া|মাড়িতে_গর্ত|দাঁতের_গোড়া_আলগা|মাড়ি_হতে_পূঁজ
পায়োরিয়া,অত্যধিক_লালা _নিঃসরণ|মাড়িতে_ফোড়া|মাড়িতে_গর্ত|দাঁতের_গোড়া_আলগা|মাড়ি_হতে_পূঁজ
পায়োরিয়া,অত্যধিক_লালা _নিঃসরণ|মাড়ির_প্রদাহ|মাড়িতে_গর্ত|দাঁতের_গোড়া_আলগা|মাড়ি_হতে_পূঁজ
পায়োরিয়া,অত্যধিক_লালা _নিঃসরণ|মাড়ির_প্রদাহ|মাড়িতে_ফোড়া|দাঁতের_গোড়া_আলগা|মাড়ি_হতে_পূঁজ
পায়োরিয়া,অত্যধিক_লালা _নিঃসরণ|মাড়ির_প্রদাহ|মাড়িতে_ফোড়া|মাড়িতে_গর্ত|মাড়ি_হতে_পূঁজ
পায়োরিয়া,অত্যধিক_লালা _নিঃসরণ|মাড়ির_প্রদাহ|মাড়িতে_ফোড়া|মাড়িতে_গর্ত|দাঁতের_গোড়া_আলগা
ট্র্যাকোমা,চোখ_দিয়ে_পানি_পড়া|চোখে_ব্যথা|ঝাপসা_দৃষ্টি|আলোর_প্রতি_সংবেদনশীলতা|কর্নিয়াল_ক্ষতি
ট্র্যাকোমা,চোখে_ব্যথা|ঝাপসা_দৃষ্টি|আলোর_প্রতি_সংবেদনশীলতা|কর্নিয়াল_ক্ষতি
ট্র্যাকোমা,চোখ_দিয়ে_পানি_পড়া|ঝাপসা_দৃষ্টি|আলোর_প্রতি_সংবেদনশীলতা|কর্নিয়াল_ক্ষতি
ট্র্যাকোমা,চোখ_দিয়ে_পানি_পড়া|চোখে_ব্যথা|আলোর_প্রতি_সংবেদনশীলতা|কর্নিয়াল_ক্ষতি
ট্র্যাকোমা,চোখ_দিয়ে_পানি_পড়া|চোখে_ব্যথা|ঝাপসা_দৃষ্টি|কর্নিয়াল_ক্ষতি
ট্র্যাকোমা,চোখ_দিয়ে_পানি_পড়া|চোখে_ব্যথা|ঝাপসা_দৃষ্টি|আলোর_প্রতি_সংবেদনশীলতা
সাইনোসাইটিস,শ্বাসকষ্ট|ফোলা|সর্দি|গলায়_শ্লেষ্মা|গন্ধ_ও_স্বাদের_অনুভূতি_কমে_যাওয়া|নাকের_প্রদাহ
সাইনোসাইটিস,ফোলা|সর্দি|গলায়_শ্লেষ্মা|গন্ধ_ও_স্বাদের_অনুভূতি_কমে_যাওয়া|নাকের_প্রদাহ
সাইনোসাইটিস,শ্বাসকষ্ট|সর্দি|গলায়_শ্লেষ্মা|গন্ধ_ও_স্বাদের_অনুভূতি_কমে_যাওয়া|নাকের_প্রদাহ
সাইনোসাইটিস,শ্বাসকষ্ট|ফোলা|গলায়_শ্লেষ্মা|গন্ধ_ও_স্বাদের_অনুভূতি_কমে_যাওয়া|নাকের_প্রদাহ
সাইনোসাইটিস,শ্বাসকষ্ট|ফোলা|সর্দি|গন্ধ_ও_স্বাদের_অনুভূতি_কমে_যাওয়া|নাকের_প্রদাহ
সাইনোসাইটিস,শ্বাসকষ্ট|ফোলা|সর্দি|গলায়_শ্লেষ্মা|নাকের_প্রদাহ
সাইনোসাইটিস,শ্বাসকষ্ট|ফোলা|সর্দি|গলায়_শ্লেষ্মা|গন্ধ_ও_স্বাদের_অনুভূতি_কমে_যাওয়া
ব্রংকাইটিস,শরীর_ব্যথা|শ্বাসকষ্ট|জ্বর|বুকে_ব্যথা|কাশির_সঙ্গে_রক্তপাত|কাশি|গলায়_শ্লেষ্মা|কাশির_সাথে_মিউকাস
ব্রংকাইটিস,শ্বাসকষ্ট|জ্বর|বুকে_ব্যথা|কাশির_সঙ্গে_রক্তপাত|কাশি|গলায়_শ্লেষ্মা|কাশির_সাথে_মিউকাস
ব্রংকাইটিস,শরীর_ব্যথা|জ্বর|বুকে_ব্যথা|কাশির_সঙ্গে_রক্তপাত|কাশি|গলায়_শ্লেষ্মা|কাশির_সাথে_মিউকাস
ব্রংকাইটিস,শরীর_ব্যথা|শ্বাসকষ্ট|বুকে_ব্যথা|কাশির_সঙ্গে_রক্তপাত|কাশি|গলায়_শ্লেষ্মা|কাশির_সাথে_মিউকাস
ব্রংকাইটিস,শরীর_ব্যথা|শ্বাসকষ্ট|জ্বর|কাশির_সঙ্গে_রক্তপাত|কাশি|গলায়_শ্লেষ্মা|কাশির_সাথে_মিউকাস
ব্রংকাইটিস,শরীর_ব্যথা|শ্বাসকষ্ট|জ্বর|বুকে_ব্যথা|কাশি|গলায়_শ্লেষ্মা|কাশির_সাথে_মিউকাস
ব্রংকাইটিস,শরীর_ব্যথা|শ্বাসকষ্ট|জ্বর|বুকে_ব্যথা|কাশির_সঙ্গে_রক্তপাত|গলায়_শ্লেষ্মা|কাশির_সাথে_মিউকাস
ব্রংকাইটিস,শরীর_ব্যথা|শ্বাসকষ্ট|জ্বর|বুকে_ব্যথা|কাশির_সঙ্গে_রক্তপাত|কাশি|কাশির_সাথে_মিউকাস
ব্রংকাইটিস,শরীর_ব্যথা|শ্বাসকষ্ট|জ্বর|বুকে_ব্যথা|কাশির_সঙ্গে_রক্তপাত|কাশি|গলায়_শ্লেষ্মা
পোলিও,ক্লান্ত_বোধ|পেট_ব্যথা|জ্বর|মাথা_ব্যথা|বমি_বমি_ভাব|গলা_ব্যথা
পোলিও,পেট_ব্যথা|জ্বর|মাথা_ব্যথা|বমি_বমি_ভাব|গলা_ব্যথা
পোলিও,ক্লান্ত_বোধ|জ্বর|মাথা_ব্যথা|বমি_বমি_ভাব|গলা_ব্যথা
পোলিও,ক্লান্ত_বোধ|পেট_ব্যথা|মাথা_ব্যথা|বমি_বমি_ভাব|গলা_ব্যথা
পোলিও,ক্লান্ত_বোধ|পেট_ব্যথা|জ্বর|বমি_বমি_ভাব|গলা_ব্যথা
পোলিও,ক্লান্ত_বোধ|পেট_ব্যথা|জ্বর|মাথা_ব্যথা|গলা_ব্যথা
পোলিও,ক্লান্ত_বোধ|পেট_ব্যথা|জ্বর|মাথা_ব্যথা|বমি_বমি_ভাব
স্ক্লেরোসিস,স্মৃতিশক্তি_লোপ|মাথা_ঘোরা|মুখ_বাঁকা|ঝাপসা_দৃষ্টি|পক্ষাঘাত|দ্বিগুণ_দৃষ্টি|পেশীর_দুর্বলতা|মূত্রাশয়ের_কর্মহীনতা|মানসিক_অস্থিরতা
স্ক্লেরোসিস,মাথা_ঘোরা|মুখ_বাঁকা|ঝাপসা_দৃষ্টি|পক্ষাঘাত|দ্বিগুণ_দৃষ্টি|পেশীর_দুর্বলতা|মূত্রাশয়ের_কর্মহীনতা|মানসিক_অস্থিরতা
স্ক্লেরোসিস,স্মৃতিশক্তি_লোপ|মুখ_বাঁকা|ঝাপসা_দৃষ্টি|পক্ষাঘাত|দ্বিগুণ_দৃষ্টি|পেশীর_দুর্বলতা|মূত্রাশয়ের_কর্মহীনতা|মানসিক_অস্থিরতা
স্ক্লেরোসিস,স্মৃতিশক্তি_লোপ|মাথা_ঘোরা|ঝাপসা_দৃষ্টি|পক্ষাঘাত|দ্বিগুণ_দৃষ্টি|পেশীর_দুর্বলতা|মূত্রাশয়ের_কর্মহীনতা|মানসিক_অস্থিরতা
স্ক্লেরোসিস,স্মৃতিশক্তি_লোপ|মাথা_ঘোরা|মুখ_বাঁকা|পক্ষাঘাত|দ্বিগুণ_দৃষ্টি|পেশীর_দুর্বলতা|মূত্রাশয়ের_কর্মহীনতা|মানসিক_অস্থিরতা
স্ক্লেরোসিস,স্মৃতিশক্তি_লোপ|মাথা_ঘোরা|মুখ_বাঁকা|ঝাপসা_দৃষ্টি|দ্বিগুণ_দৃষ্টি|পেশীর_দুর্বলতা|মূত্রাশয়ের_কর্মহীনতা|মানসিক_অস্থিরতা
স্ক্লেরোসিস,স্মৃতিশক্তি_লোপ|মাথা_ঘোরা|মুখ_বাঁকা|ঝাপসা_দৃষ্টি|পক্ষাঘাত|পেশীর_দুর্বলতা|মূত্রাশয়ের_কর্মহীনতা|মানসিক_অস্থিরতা
স্ক্লেরোসিস,স্মৃতিশক্তি_লোপ|মাথা_ঘোরা|মুখ_বাঁকা|ঝাপসা_দৃষ্টি|পক্ষাঘাত|দ্বিগুণ_দৃষ্টি|মূত্রাশয়ের_কর্মহীনতা|মানসিক_অস্থিরতা
স্ক্লেরোসিস,স্মৃতিশক্তি_লোপ|মাথা_ঘোরা|মুখ_বাঁকা|ঝাপসা_দৃষ্টি|পক্ষাঘাত|দ্বিগুণ_দৃষ্টি|পেশীর_দুর্বলতা|মানসিক_অস্থিরতা
স্ক্লেরোসিস,স্মৃতিশক্তি_লোপ|মাথা_ঘোরা|মুখ_বাঁকা|ঝাপসা_দৃষ্টি|পক্ষাঘাত|দ্বিগুণ_দৃষ্টি|পেশীর_দুর্বলতা|মূত্রাশয়ের_কর্মহীনতা
মস্তিষ্কের টিউমার,চোখে_সমস্যা|স্মৃতিশক্তি_লোপ|ভারসাম্য_হারা|দুর্বলতা|মাথা_ব্যথা|হাটতে_অক্ষমতা|শ্রবণশক্তি_হ্রাস|ফোকাস _করতে-অক্ষমতা
মস্তিষ্কের টিউমার,চোখে_সমস্যা|ভারসাম্য_হারা|দুর্বলতা|মাথা_ব্যথা|হাটতে_অক্ষমতা|শ্রবণশক্তি_হ্রাস|ফোকাস _করতে-অক্ষমতা
মস্তিষ্কের টিউমার,চোখে_সমস্যা|স্মৃতিশক্তি_লোপ|ভারসাম্য_হারা|মাথা_ব্যথা|হাটতে_অক্ষমতা|শ্রবণশক্তি_হ্রাস|ফোকাস _করতে-অক্ষমতা
মস্তিষ্কের টিউমার,চোখে_সমস্যা|স্মৃতিশক্তি_লোপ|ভারসাম্য_হারা|দুর্বলতা|হাটতে_অক্ষমতা|শ্রবণশক্তি_হ্রাস|ফোকাস _করতে-অক্ষমতা
মস্তিষ্কের টিউমার,চোখে_সমস্যা|স্মৃতিশক্তি_লোপ|ভারসাম্য_হারা|দুর্বলতা|মাথা_ব্যথা|শ্রবণশক্তি_হ্রাস|ফোকাস _করতে-অক্ষমতা
মস্তিষ্কের টিউমার,চোখে_সমস্যা|স্মৃতিশক্তি_লোপ|ভারসাম্য_হারা|দুর্বলতা|মাথা_ব্যথা|হাটতে_অক্ষমতা|ফোকাস _করতে-অক্ষমতা
মস্তিষ্কের টিউমার,চোখে_সমস্যা|স্মৃতিশক্তি_লোপ|ভারসাম্য_হারা|দুর্বলতা|মাথা_ব্যথা|হাটতে_অক্ষমতা|শ্রবণশক্তি_হ্রাস
মস্তিষ্কের টিউমার,চোখে_সমস্যা|স্মৃতিশক্তি_লোপ|দুর্বলতা|মাথা_ব্যথা|হাটতে_অক্ষমতা|শ্রবণশক্তি_হ্রাস|ফোকাস _করতে-অক্ষমতা
এনসেফালাইটিস,কথা_জড়িয়ে_আসা|জ্বর|মাথা_ব্যথা|খিঁচুনি|শরীর_অবশ|অজ্ঞান_হয়ে_যাওয়া
এনসেফালাইটিস,জ্বর|মাথা_ব্যথা|খিঁচুনি|শরীর_অবশ|অজ্ঞান_হয়ে_যাওয়া
এনসেফালাইটিস,কথা_জড়িয়ে_আসা|মাথা_ব্যথা|খিঁচুনি|শরীর_অবশ|অজ্ঞান_হয়ে_যাওয়া
এনসেফালাইটিস,কথা_জড়িয়ে_আসা|জ্বর|খিঁচুনি|শরীর_অবশ|অজ্ঞান_হয়ে_যাওয়া
এনসেফালাইটিস,কথা_জড়িয়ে_আসা|জ্বর|মাথা_ব্যথা|শরীর_অবশ|অজ্ঞান_হয়ে_যাওয়া
এনসেফালাইটিস,কথা_জড়িয়ে_আসা|জ্বর|মাথা_ব্যথা|খিঁচুনি|অজ্ঞান_হয়ে_যাওয়া
এনসেফালাইটিস,কথা_জড়িয়ে_আসা|জ্বর|মাথা_ব্যথা|খিঁচুনি|শরীর_অবশ
CCHFV,পেট_ব্যথা|বমি|ডায়রিয়া|বমি_বমি_ভাব|গলা_ব্যথা|মেজাজের_তীব্র_পরিবর্তন
CCHFV,বমি|ডায়রিয়া|বমি_বমি_ভাব|গলা_ব্যথা|মেজাজের_তীব্র_পরিবর্তন
CCHFV,পেট_ব্যথা|ডায়রিয়া|বমি_বমি_ভাব|গলা_ব্যথা|মেজাজের_তীব্র_পরিবর্তন
CCHFV,পেট_ব্যথা|বমি|বমি_বমি_ভাব|গলা_ব্যথা|মেজাজের_তীব্র_পরিবর্তন
CCHFV,পেট_ব্যথা|বমি|ডায়রিয়া|গলা_ব্যথা|মেজাজের_তীব্র_পরিবর্তন
CCHFV,পেট_ব্যথা|বমি|ডায়রিয়া|বমি_বমি_ভাব|মেজাজের_তীব্র_পরিবর্তন
CCHFV,পেট_ব্যথা|বমি|ডায়রিয়া|বমি_বমি_ভাব|গলা_ব্যথা
লিউকোমিয়া,ওজন_কমা|ক্ষুধা_কমা|দুর্বলতা|ঘাম_হওয়া|অতিরিক্ত_রক্তপাত|বর্ধিত_যকৃত
লিউকোমিয়া,ক্ষুধা_কমা|দুর্বলতা|ঘাম_হওয়া|অতিরিক্ত_রক্তপাত|বর্ধিত_যকৃত
লিউকোমিয়া,ওজন_কমা|ক্ষুধা_কমা|ঘাম_হওয়া|অতিরিক্ত_রক্তপাত|বর্ধিত_যকৃত
লিউকোমিয়া,ওজন_কমা|ক্ষুধা_কমা|দুর্বলতা|অতিরিক্ত_রক্তপাত|বর্ধিত_যকৃত
লিউকোমিয়া,ওজন_কমা|ক্ষুধা_কমা|দুর্বলতা|ঘাম_হওয়া|বর্ধিত_যকৃত
লিউকোমিয়া,ওজন_কমা|ক্ষুধা_কমা|দুর্বলতা|ঘাম_হওয়া|অতিরিক্ত_রক্তপাত
ডিপথেরিয়া,জ্বর|কাশি|ঠাণ্ডা_লাগা|গলা_ব্যথা|অত্যধিক_লালা _নিঃসরণ|গিলতে_অসুবিধা|কালশিটে_পড়া|নাকের_প্রদাহ
ডিপথেরিয়া,কাশি|ঠাণ্ডা_লাগা|গলা_ব্যথা|অত্যধিক_লালা _নিঃসরণ|গিলতে_অসুবিধা|কালশিটে_পড়া|নাকের_প্রদাহ
ডিপথেরিয়া,জ্বর|ঠাণ্ডা_লাগা|গলা_ব্যথা|অত্যধিক_লালা _নিঃসরণ|গিলতে_অসুবিধা|কালশিটে_পড়া|নাকের_প্রদাহ
ডিপথেরিয়া,জ্বর|কাশি|গলা_ব্যথা|অত্যধিক_লালা _নিঃসরণ|গিলতে_অসুবিধা|কালশিটে_পড়া|নাকের_প্রদাহ
ডিপথেরিয়া,জ্বর|কাশি|ঠাণ্ডা_লাগা|অত্যধিক_লালা _নিঃসরণ|গিলতে_অসুবিধা|কালশিটে_পড়া|নাকের_প্রদাহ
ডিপথেরিয়া,জ্বর|কাশি|ঠাণ্ডা_লাগা|গলা_ব্যথা|গিলতে_অসুবিধা|কালশিটে_পড়া|নাকের_প্রদাহ
ডিপথেরিয়া,জ্বর|কাশি|ঠাণ্ডা_লাগা|গলা_ব্যথা|অত্যধিক_লালা _নিঃসরণ|কালশিটে_পড়া|নাকের_প্রদাহ
ডিপথেরিয়া,জ্বর|কাশি|ঠাণ্ডা_লাগা|গলা_ব্যথা|অত্যধিক_লালা _নিঃসরণ|গিলতে_অসুবিধা|নাকের_প্রদাহ
ডিপথেরিয়া,জ্বর|কাশি|ঠাণ্ডা_লাগা|গলা_ব্যথা|অত্যধিক_লালা _নিঃসরণ|গিলতে_অসুবিধা|কালশিটে_পড়া
যক্ষ্মা,ওজন_কমা|ক্লান্ত_বোধ|শ্বাসকষ্ট|ক্ষুধা_কমা|জ্বর|বুকে_ব্যথা|কাশির_সঙ্গে_রক্তপাত|কাশি|ঘাম_হওয়া|গলায়_শ্লেষ্মা|শরীর_ঠান্ডা_হয়ে_যাওয়া
যক্ষ্মা,ক্লান্ত_বোধ|শ্বাসকষ্ট|ক্ষুধা_কমা|জ্বর|বুকে_ব্যথা|কাশির_সঙ্গে_রক্তপাত|কাশি|ঘাম_হওয়া|গলায়_শ্লেষ্মা|শরীর_ঠান্ডা_হয়ে_যাওয়া
যক্ষ্মা,ওজন_কমা|শ্বাসকষ্ট|ক্ষুধা_কমা|জ্বর|বুকে_ব্যথা|কাশির_সঙ্গে_রক্তপাত|কাশি|ঘাম_হওয়া|গলায়_শ্লেষ্মা|শরীর_ঠান্ডা_হয়ে_যাওয়া
যক্ষ্মা,ওজন_কমা|ক্লান্ত_বোধ|ক্ষুধা_কমা|জ্বর|বুকে_ব্যথা|কাশির_সঙ্গে_রক্তপাত|কাশি|ঘাম_হওয়া|গলায়_শ্লেষ্মা|শরীর_ঠান্ডা_হয়ে_যাওয়া
যক্ষ্মা,ওজন_কমা|ক্লান্ত_বোধ|শ্বাসকষ্ট|জ্বর|বুকে_ব্যথা|কাশির_সঙ্গে_রক্তপাত|কাশি|ঘাম_হওয়া|গলায়_শ্লেষ্মা|শরীর_ঠান্ডা_হয়ে_যাওয়া
যক্ষ্মা,ওজন_কমা|ক্লান্ত_বোধ|শ্বাসকষ্ট|ক্ষুধা_কমা|বুকে_ব্যথা|কাশির_সঙ্গে_রক্তপাত|কাশি|ঘাম_হওয়া|গলায়_শ্লেষ্মা|শরীর_ঠান্ডা_হয়ে_যাওয়া
যক্ষ্মা,ওজন_কমা|ক্লান্ত_বোধ|শ্বাসকষ্ট|ক্ষুধা_কমা|জ্বর|কাশির_সঙ্গে_রক্তপাত|কাশি|ঘাম_হওয়া|গলায়_শ্লেষ্মা|শরীর_ঠান্ডা_হয়ে_যাওয়া
যক্ষ্মা,ওজন_কমা|ক্লান্ত_বোধ|শ্বাসকষ্ট|ক্ষুধা_কমা|জ্বর|বুকে_ব্যথা|কাশি|ঘাম_হওয়া|গলায়_শ্লেষ্মা|শরীর_ঠান্ডা_হয়ে_যাওয়া
যক্ষ্মা,ওজন_কমা|ক্লান্ত_বোধ|শ্বাসকষ্ট|ক্ষুধা_কমা|জ্বর|বুকে_ব্যথা|কাশির_সঙ্গে_রক্তপাত|ঘাম_হওয়া|গলায়_শ্লেষ্মা|শরীর_ঠান্ডা_হয়ে_যাওয়া
যক্ষ্মা,ওজন_কমা|ক্লান্ত_বোধ|শ্বাসকষ্ট|ক্ষুধা_কমা|জ্বর|বুকে_ব্যথা|কাশির_সঙ্গে_রক্তপাত|কাশি|গলায়_শ্লেষ্মা|শরীর_ঠান্ডা_হয়ে_যাওয়া
যক্ষ্মা,ওজন_কমা|ক্লান্ত_বোধ|শ্বাসকষ্ট|ক্ষুধা_কমা|জ্বর|বুকে_ব্যথা|কাশির_সঙ্গে_রক্তপাত|কাশি|ঘাম_হওয়া|শরীর_ঠান্ডা_হয়ে_যাওয়া
যক্ষ্মা,ওজন_কমা|ক্লান্ত_বোধ|শ্বাসকষ্ট|ক্ষুধা_কমা|জ্বর|বুকে_ব্যথা|কাশির_সঙ্গে_রক্তপাত|কাশি|ঘাম_হওয়া|গলায়_শ্লেষ্মা
টাইফয়েড,"শরীর_ব্যথা|তীব্র_জ্বর|ক্ষুধা_কমা|পেট_ব্যথা|বমি|মাথা_ব্যথা|ডায়রিয়া|কাশি|কোষ্ঠকাঠিন্য|নাড়ি_স্পন্দন কমা
|র‍্যাশ"
টাইফয়েড,"তীব্র_জ্বর|ক্ষুধা_কমা|পেট_ব্যথা|বমি|মাথা_ব্যথা|ডায়রিয়া|কাশি|কোষ্ঠকাঠিন্য|নাড়ি_স্পন্দন কমা
|র‍্যাশ"
টাইফয়েড,"শরীর_ব্যথা|ক্ষুধা_কমা|পেট_ব্যথা|বমি|মাথা_ব্যথা|ডায়রিয়া|কাশি|কোষ্ঠকাঠিন্য|নাড়ি_স্পন্দন কমা
|র‍্যাশ"
টাইফয়েড,"শরীর_ব্যথা|তীব্র_জ্বর|পেট_ব্যথা|বমি|মাথা_ব্যথা|ডায়রিয়া|কাশি|কোষ্ঠকাঠিন্য|নাড়ি_স্পন্দন কমা
|র‍্যাশ"
টাইফয়েড,"শরীর_ব্যথা|তীব্র_জ্বর|ক্ষুধা_কমা|বমি|মাথা_ব্যথা|ডায়রিয়া|কাশি|কোষ্ঠকাঠিন্য|নাড়ি_স্পন্দন কমা
|র‍্যাশ"
টাইফয়েড,"শরীর_ব্যথা|তীব্র_জ্বর|ক্ষুধা_কমা|পেট_ব্যথা|মাথা_ব্যথা|ডায়রিয়া|কাশি|কোষ্ঠকাঠিন্য|নাড়ি_স্পন্দন কমা
|র‍্যাশ"
টাইফয়েড,"শরীর_ব্যথা|তীব্র_জ্বর|ক্ষুধা_কমা|পেট_ব্যথা|বমি|ডায়রিয়া|কাশি|কোষ্ঠকাঠিন্য|নাড়ি_স্পন্দন কমা
|র‍্যাশ"
টাইফয়েড,"শরীর_ব্যথা|তীব্র_জ্বর|ক্ষুধা_কমা|পেট_ব্যথা|বমি|মাথা_ব্যথা|কাশি|কোষ্ঠকাঠিন্য|নাড়ি_স্পন্দন কমা
|র‍্যাশ"
টাইফয়েড,"শরীর_ব্যথা|তীব্র_জ্বর|ক্ষুধা_কমা|পেট_ব্যথা|বমি|মাথা_ব্যথা|ডায়রিয়া|কোষ্ঠকাঠিন্য|নাড়ি_স্পন্দন কমা
|র‍্যাশ"
টাইফয়েড,"শরীর_ব্যথা|তীব্র_জ্বর|ক্ষুধা_কমা|পেট_ব্যথা|বমি|মাথা_ব্যথা|ডায়রিয়া|কাশি|নাড়ি_স্পন্দন কমা
|র‍্যাশ"
টাইফয়েড,শরীর_ব্যথা|তীব্র_জ্বর|ক্ষুধা_কমা|পেট_ব্যথা|বমি|মাথা_ব্যথা|ডায়রিয়া|কাশি|কোষ্ঠকাঠিন্য|র‍্যাশ
টাইফয়েড,"শরীর_ব্যথা|তীব্র_জ্বর|ক্ষুধা_কমা|পেট_ব্যথা|বমি|মাথা_ব্যথা|ডায়রিয়া|কাশি|কোষ্ঠকাঠিন্য|নাড়ি_স্পন্দন কমা
"
জন্ডিস,চুলকানি|ওজন_কমা|তীব্র_জ্বর|ক্ষুধা_কমা|পেট_ব্যথা|বমি|হলুদ_চোখ|পেশী_ব্যথা|বমি_বমি_ভাব|শরীর_ঠান্ডা_হয়ে_যাওয়া|হলুদ_ত্বক|যৌথ_ব্যথা|গাঢ়_রঙের_প্রস্রাব|মাটির_রঙের_মল
জন্ডিস,ওজন_কমা|তীব্র_জ্বর|ক্ষুধা_কমা|পেট_ব্যথা|বমি|হলুদ_চোখ|পেশী_ব্যথা|বমি_বমি_ভাব|শরীর_ঠান্ডা_হয়ে_যাওয়া|হলুদ_ত্বক|যৌথ_ব্যথা|গাঢ়_রঙের_প্রস্রাব|মাটির_রঙের_মল
জন্ডিস,চুলকানি|তীব্র_জ্বর|ক্ষুধা_কমা|পেট_ব্যথা|বমি|হলুদ_চোখ|পেশী_ব্যথা|বমি_বমি_ভাব|শরীর_ঠান্ডা_হয়ে_যাওয়া|হলুদ_ত্বক|যৌথ_ব্যথা|গাঢ়_রঙের_প্রস্রাব|মাটির_রঙের_মল
জন্ডিস,চুলকানি|ওজন_কমা|ক্ষুধা_কমা|পেট_ব্যথা|বমি|হলুদ_চোখ|পেশী_ব্যথা|বমি_বমি_ভাব|শরীর_ঠান্ডা_হয়ে_যাওয়া|হলুদ_ত্বক|যৌথ_ব্যথা|গাঢ়_রঙের_প্রস্রাব|মাটির_রঙের_মল
জন্ডিস,চুলকানি|ওজন_কমা|তীব্র_জ্বর|পেট_ব্যথা|বমি|হলুদ_চোখ|পেশী_ব্যথা|বমি_বমি_ভাব|শরীর_ঠান্ডা_হয়ে_যাওয়া|হলুদ_ত্বক|যৌথ_ব্যথা|গাঢ়_রঙের_প্রস্রাব|মাটির_রঙের_মল
জন্ডিস,চুলকানি|ওজন_কমা|তীব্র_জ্বর|ক্ষুধা_কমা|বমি|হলুদ_চোখ|পেশী_ব্যথা|বমি_বমি_ভাব|শরীর_ঠান্ডা_হয়ে_যাওয়া|হলুদ_ত্বক|যৌথ_ব্যথা|গাঢ়_রঙের_প্রস্রাব|মাটির_রঙের_মল
জন্ডিস,চুলকানি|ওজন_কমা|তীব্র_জ্বর|ক্ষুধা_কমা|পেট_ব্যথা|হলুদ_চোখ|পেশী_ব্যথা|বমি_বমি_ভাব|শরীর_ঠান্ডা_হয়ে_যাওয়া|হলুদ_ত্বক|যৌথ_ব্যথা|গাঢ়_রঙের_প্রস্রাব|মাটির_রঙের_মল
জন্ডিস,চুলকানি|ওজন_কমা|তীব্র_জ্বর|ক্ষুধা_কমা|পেট_ব্যথা|বমি|পেশী_ব্যথা|বমি_বমি_ভাব|শরীর_ঠান্ডা_হয়ে_যাওয়া|হলুদ_ত্বক|যৌথ_ব্যথা|গাঢ়_রঙের_প্রস্রাব|মাটির_রঙের_মল
জন্ডিস,চুলকানি|ওজন_কমা|তীব্র_জ্বর|ক্ষুধা_কমা|পেট_ব্যথা|বমি|হলুদ_চোখ|বমি_বমি_ভাব|শরীর_ঠান্ডা_হয়ে_যাওয়া|হলুদ_ত্বক|যৌথ_ব্যথা|গাঢ়_রঙের_প্রস্রাব|মাটির_রঙের_মল
